timestamp,username,ip,result,reason
1.0,user0,10.1.0.0,bad_password,
1.217446677475873,user27,192.168.0.27,success,
1.5347385206637476,user26,192.168.0.26,bad_password,
1.5347385206637476,user26,192.168.0.26,bad_password,
1.5347385206637476,user26,192.168.0.26,blocked,rate_limited
2.0,user1,10.1.0.1,bad_password,
2.0557323092589197,user19,192.168.0.19,bad_password,
2.0557323092589197,user19,192.168.0.19,success,
3.0,user2,10.1.0.2,bad_password,
4.0,user3,10.1.0.3,bad_password,
4.738400396531695,user47,192.168.0.47,bad_password,
4.738400396531695,user47,192.168.0.47,bad_password,
4.738400396531695,user47,192.168.0.47,blocked,rate_limited
5.0,user4,10.1.0.4,bad_password,
5.0560768425241065,user37,192.168.0.37,success,
6.0,user5,10.1.0.5,bad_password,
6.225612206343374,user15,192.168.0.15,bad_password,
6.225612206343374,user15,192.168.0.15,success,
6.761976789521535,user20,192.168.0.20,bad_password,
6.761976789521535,user20,192.168.0.20,bad_password,
6.761976789521535,user20,192.168.0.20,blocked,rate_limited
6.779332043760773,user38,192.168.0.38,bad_password,
6.779332043760773,user38,192.168.0.38,bad_password,
6.779332043760773,user38,192.168.0.38,blocked,rate_limited
7.0,user6,10.1.0.6,bad_password,
7.94534791058031,user22,192.168.0.22,success,
8.0,user7,10.1.0.7,bad_password,
9.0,user8,10.1.0.8,bad_password,
10.0,user9,10.1.0.9,success,
10.811545109109094,user9,192.168.1.100,bad_password,
10.811545109109094,user9,192.168.1.100,bad_password,
10.811545109109094,user9,192.168.1.100,blocked,rate_limited
11.0,user10,10.1.0.10,success,
12.0,user11,10.1.0.11,bad_password,
12.59062039433774,user25,192.168.0.25,bad_password,
12.59062039433774,user25,192.168.0.25,bad_password,
12.59062039433774,user25,192.168.0.25,blocked,rate_limited
13.0,user12,10.1.0.12,bad_password,
14.0,user13,10.1.0.13,bad_password,
14.970645522845947,user42,192.168.0.42,bad_password,
14.970645522845947,user42,192.168.0.42,success,
15.0,user14,10.1.0.14,bad_password,
16.0,user15,10.1.0.15,bad_password,
16.076575344163906,user48,192.168.0.48,bad_password,
16.076575344163906,user48,192.168.0.48,success,
17.0,user16,10.1.0.16,bad_password,
18.0,user17,10.1.0.17,bad_password,
18.281293439284962,user40,192.168.0.40,bad_password,
18.281293439284962,user40,192.168.0.40,bad_password,
18.281293439284962,user40,192.168.0.40,blocked,rate_limited
19.0,user18,10.1.0.18,bad_password,
20.0,user19,10.1.0.19,bad_password,
20.308561544920373,user12,192.168.1.100,bad_password,
20.308561544920373,user12,192.168.1.100,bad_password,
20.308561544920373,user12,192.168.1.100,blocked,rate_limited
20.79719739668562,user6,192.168.1.100,blocked,rate_limited
21.0,user20,10.1.0.20,bad_password,
21.890006093478654,user16,192.168.0.16,bad_password,
21.890006093478654,user16,192.168.0.16,bad_password,
21.890006093478654,user16,192.168.0.16,blocked,rate_limited
22.0,user21,10.1.0.21,bad_password,
22.015246713286366,user11,192.168.1.100,blocked,rate_limited
23.0,user22,10.1.0.22,bad_password,
23.20401086626187,user32,192.168.0.32,bad_password,
23.20401086626187,user32,192.168.0.32,success,
23.63838567228098,user18,192.168.0.18,success,
24.0,user23,10.1.0.23,bad_password,
24.95475397808184,user36,192.168.0.36,success,
25.0,user24,10.1.0.24,bad_password,
25.267494368406002,user4,192.168.1.100,success,
26.0,user25,10.1.0.25,bad_password,
