timestamp,username,ip,result,reason
1.0,user0,10.1.0.0,success,
1.217446677475873,user27,192.168.0.27,success,
1.5347385206637476,user26,192.168.0.26,bad_password,
1.5347385206637476,user26,192.168.0.26,bad_password,
1.5347385206637476,user26,192.168.0.26,bad_password,
1.5347385206637476,user26,192.168.0.26,blocked,rate_limited
2.0,user1,10.1.0.1,success,
2.0557323092589197,user19,192.168.0.19,bad_password,
2.0557323092589197,user19,192.168.0.19,success,
3.0,user2,10.1.0.2,bad_password,
4.0,user3,10.1.0.3,bad_password,
4.738400396531695,user47,192.168.0.47,bad_password,
4.738400396531695,user47,192.168.0.47,bad_password,
4.738400396531695,user47,192.168.0.47,bad_password,
4.738400396531695,user47,192.168.0.47,blocked,rate_limited
5.0,user4,10.1.0.4,bad_password,
5.0560768425241065,user37,192.168.0.37,success,
6.0,user5,10.1.0.5,bad_password,
6.225612206343374,user15,192.168.0.15,bad_password,
6.225612206343374,user15,192.168.0.15,success,
6.761976789521535,user20,192.168.0.20,bad_password,
6.761976789521535,user20,192.168.0.20,bad_password,
6.761976789521535,user20,192.168.0.20,bad_password,
6.761976789521535,user20,192.168.0.20,blocked,rate_limited
6.779332043760773,user38,192.168.0.38,bad_password,
6.779332043760773,user38,192.168.0.38,bad_password,
6.779332043760773,user38,192.168.0.38,bad_password,
6.779332043760773,user38,192.168.0.38,blocked,rate_limited
7.0,user6,10.1.0.6,bad_password,
7.94534791058031,user22,192.168.0.22,success,
8.0,user7,10.1.0.7,bad_password,
9.0,user8,10.1.0.8,success,
10.0,user9,10.1.0.9,bad_password,
10.811545109109094,user9,192.168.1.100,bad_password,
10.811545109109094,user9,192.168.1.100,bad_password,
10.811545109109094,user9,192.168.1.100,blocked,rate_limited
11.0,user10,10.1.0.10,bad_password,
12.0,user11,10.1.0.11,bad_password,
12.59062039433774,user25,192.168.0.25,bad_password,
12.59062039433774,user25,192.168.0.25,bad_password,
12.59062039433774,user25,192.168.0.25,bad_password,
12.59062039433774,user25,192.168.0.25,blocked,rate_limited
13.0,user12,10.1.0.12,bad_password,
14.0,user13,10.1.0.13,bad_password,
14.970645522845947,user42,192.168.0.42,bad_password,
14.970645522845947,user42,192.168.0.42,success,
15.0,user14,10.1.0.14,bad_password,
16.0,user15,10.1.0.15,success,
16.076575344163906,user48,192.168.0.48,bad_password,
16.076575344163906,user48,192.168.0.48,success,
17.0,user16,10.1.0.16,success,
18.0,user17,10.1.0.17,bad_password,
18.281293439284962,user40,192.168.0.40,bad_password,
18.281293439284962,user40,192.168.0.40,bad_password,
18.281293439284962,user40,192.168.0.40,bad_password,
18.281293439284962,user40,192.168.0.40,blocked,rate_limited
19.0,user18,10.1.0.18,success,
20.0,user19,10.1.0.19,bad_password,
20.308561544920373,user12,192.168.1.100,bad_password,
20.308561544920373,user12,192.168.1.100,bad_password,
20.308561544920373,user12,192.168.1.100,bad_password,
20.308561544920373,user12,192.168.1.100,blocked,rate_limited
20.79719739668562,user6,192.168.1.100,bad_password,
20.79719739668562,user6,192.168.1.100,bad_password,
20.79719739668562,user6,192.168.1.100,success,
21.0,user20,10.1.0.20,bad_password,
21.890006093478654,user16,192.168.0.16,bad_password,
21.890006093478654,user16,192.168.0.16,bad_password,
21.890006093478654,user16,192.168.0.16,bad_password,
21.890006093478654,user16,192.168.0.16,blocked,rate_limited
22.0,user21,10.1.0.21,bad_password,
22.015246713286366,user11,192.168.1.100,bad_password,
22.015246713286366,user11,192.168.1.100,bad_password,
22.015246713286366,user11,192.168.1.100,bad_password,
22.015246713286366,user11,192.168.1.100,blocked,rate_limited
23.0,user22,10.1.0.22,bad_password,
23.20401086626187,user32,192.168.0.32,bad_password,
23.20401086626187,user32,192.168.0.32,success,
23.63838567228098,user18,192.168.0.18,success,
24.0,user23,10.1.0.23,bad_password,
24.95475397808184,user36,192.168.0.36,success,
25.0,user24,10.1.0.24,bad_password,
25.267494368406002,user4,192.168.1.100,success,
26.0,user25,10.1.0.25,bad_password,
26.588903886207984,user41,192.168.0.41,bad_password,
26.588903886207984,user41,192.168.0.41,bad_password,
26.588903886207984,user41,192.168.0.41,success,
27.0,user26,10.1.0.26,bad_password,
27.6674306088671,user46,192.168.0.46,success,
27.75610488469369,user28,192.168.0.28,bad_password,
27.75610488469369,user28,192.168.0.28,success,
28.0,user27,10.1.0.27,bad_password,
28.878944773223505,user17,192.168.0.17,success,
28.98662378916058,user5,192.168.1.100,success,
29.0,user28,10.1.0.28,bad_password,
29.31373702798812,user23,192.168.0.23,bad_password,
29.31373702798812,user23,192.168.0.23,success,
29.840485256388195,user3,192.168.1.100,bad_password,
29.840485256388195,user3,192.168.1.100,success,
30.0,user29,10.1.0.29,bad_password,
30.93244895593891,user14,192.168.1.100,bad_password,
30.93244895593891,user14,192.168.1.100,bad_password,
30.93244895593891,user14,192.168.1.100,bad_password,
30.93244895593891,user14,192.168.1.100,blocked,rate_limited
30.98690056892746,user19,192.168.0.19,success,
31.0,user30,10.1.0.30,bad_password,
31.189429594113378,user8,192.168.1.100,success,
31.25690442131453,user2,192.168.1.100,bad_password,
31.25690442131453,user2,192.168.1.100,bad_password,
31.25690442131453,user2,192.168.1.100,bad_password,
31.25690442131453,user2,192.168.1.100,blocked,rate_limited
31.867147613110536,user21,192.168.0.21,bad_password,
31.867147613110536,user21,192.168.0.21,bad_password,
31.867147613110536,user21,192.168.0.21,bad_password,
31.867147613110536,user21,192.168.0.21,blocked,rate_limited
32.0,user31,10.1.0.31,bad_password,
32.03601632619574,user27,192.168.0.27,success,
33.0,user32,10.1.0.32,bad_password,
34.0,user33,10.1.0.33,bad_password,
35.0,user34,10.1.0.34,success,
35.16747628491452,user22,192.168.0.22,success,
35.957742454220224,user15,192.168.0.15,success,
36.0,user35,10.1.0.35,bad_password,
36.26623227080924,user29,192.168.0.29,success,
37.0,user36,10.1.0.36,bad_password,
38.0,user37,10.1.0.37,bad_password,
38.30341986249739,user37,192.168.0.37,bad_password,
38.30341986249739,user37,192.168.0.37,bad_password,
38.30341986249739,user37,192.168.0.37,blocked,rate_limited
39.0,user38,10.1.0.38,bad_password,
40.0,user39,10.1.0.39,bad_password,
40.26032862245186,user10,192.168.1.100,success,
40.55582896012877,user39,192.168.0.39,bad_password,
40.55582896012877,user39,192.168.0.39,success,
41.0,user40,10.1.0.40,bad_password,
42.0,user41,10.1.0.41,bad_password,
42.05454404821439,user31,192.168.0.31,bad_password,
42.05454404821439,user31,192.168.0.31,success,
43.0,user42,10.1.0.42,bad_password,
44.0,user43,10.1.0.43,bad_password,
45.0,user44,10.1.0.44,bad_password,
45.639305703482286,user35,192.168.0.35,success,
46.0,user45,10.1.0.45,bad_password,
46.641398562033835,user0,192.168.1.100,success,
47.0,user46,10.1.0.46,bad_password,
47.24748891992609,user6,192.168.1.100,bad_password,
47.24748891992609,user6,192.168.1.100,bad_password,
47.24748891992609,user6,192.168.1.100,bad_password,
47.24748891992609,user6,192.168.1.100,blocked,rate_limited
47.799058077598225,user1,192.168.1.100,bad_password,
47.799058077598225,user1,192.168.1.100,success,
47.82309428712757,user24,192.168.0.24,bad_password,
47.82309428712757,user24,192.168.0.24,bad_password,
47.82309428712757,user24,192.168.0.24,success,
47.873745660598,user44,192.168.0.44,bad_password,
47.873745660598,user44,192.168.0.44,success,
48.0,user47,10.1.0.47,bad_password,
49.0,user48,10.1.0.48,bad_password,
49.241132723269224,user48,192.168.0.48,bad_password,
