timestamp,actor_name,actor_type,username,ip,result,reason
1.0,cred_stuffer,attacker,user0,10.1.0.0,failed,bad_password
1.217446677475873,normal_user_27,user,user27,192.168.0.27,success,
1.5347385206637476,normal_user_26,user,user26,192.168.0.26,failed,bad_password
1.5347385206637476,normal_user_26,user,user26,192.168.0.26,failed,bad_password
1.5347385206637476,normal_user_26,user,user26,192.168.0.26,blocked,rate_limited
2.0,cred_stuffer,attacker,user1,10.1.0.1,failed,bad_password
2.0557323092589197,normal_user_19,user,user19,192.168.0.19,failed,bad_password
2.0557323092589197,normal_user_19,user,user19,192.168.0.19,success,
3.0,cred_stuffer,attacker,user2,10.1.0.2,failed,bad_password
4.0,cred_stuffer,attacker,user3,10.1.0.3,failed,bad_password
4.738400396531695,normal_user_47,user,user47,192.168.0.47,failed,bad_password
4.738400396531695,normal_user_47,user,user47,192.168.0.47,failed,bad_password
4.738400396531695,normal_user_47,user,user47,192.168.0.47,blocked,rate_limited
5.0,cred_stuffer,attacker,user4,10.1.0.4,success,
5.0560768425241065,normal_user_37,user,user37,192.168.0.37,success,
6.0,cred_stuffer,attacker,user5,10.1.0.5,failed,bad_password
6.225612206343374,normal_user_15,user,user15,192.168.0.15,failed,bad_password
6.225612206343374,normal_user_15,user,user15,192.168.0.15,success,
6.761976789521535,normal_user_20,user,user20,192.168.0.20,failed,bad_password
6.761976789521535,normal_user_20,user,user20,192.168.0.20,failed,bad_password
6.761976789521535,normal_user_20,user,user20,192.168.0.20,blocked,rate_limited
6.779332043760773,normal_user_38,user,user38,192.168.0.38,failed,bad_password
6.779332043760773,normal_user_38,user,user38,192.168.0.38,failed,bad_password
6.779332043760773,normal_user_38,user,user38,192.168.0.38,blocked,rate_limited
7.0,cred_stuffer,attacker,user6,10.1.0.6,failed,bad_password
7.94534791058031,normal_user_22,user,user22,192.168.0.22,success,
8.0,cred_stuffer,attacker,user7,10.1.0.7,failed,bad_password
9.0,cred_stuffer,attacker,user8,10.1.0.8,failed,bad_password
10.0,cred_stuffer,attacker,user9,10.1.0.9,failed,bad_password
10.811545109109094,normal_user_9,user,user9,192.168.1.100,failed,bad_password
10.811545109109094,normal_user_9,user,user9,192.168.1.100,blocked,rate_limited
11.0,cred_stuffer,attacker,user10,10.1.0.10,failed,bad_password
12.0,cred_stuffer,attacker,user11,10.1.0.11,failed,bad_password
12.59062039433774,normal_user_25,user,user25,192.168.0.25,failed,bad_password
12.59062039433774,normal_user_25,user,user25,192.168.0.25,failed,bad_password
12.59062039433774,normal_user_25,user,user25,192.168.0.25,blocked,rate_limited
13.0,cred_stuffer,attacker,user12,10.1.0.12,failed,bad_password
14.0,cred_stuffer,attacker,user13,10.1.0.13,failed,bad_password
14.970645522845947,normal_user_42,user,user42,192.168.0.42,failed,bad_password
14.970645522845947,normal_user_42,user,user42,192.168.0.42,success,
15.0,cred_stuffer,attacker,user14,10.1.0.14,failed,bad_password
16.0,cred_stuffer,attacker,user15,10.1.0.15,failed,bad_password
16.076575344163906,normal_user_48,user,user48,192.168.0.48,failed,bad_password
